Description of Methods,Sheet,Category,Keyword/Phrase,Usage Context,Component,Explanation and Sources,Username,Strong Bias,Contextual Bias,Technical Terms,Edit Types,Total Edits,Sample Comments,Bias Ratio,Technical Ratio,Ratio Definitions,Unnamed: 10,Unnamed: 11,Policy Recommendation,Rationale,Technical Challenge,Implementation Ideas,Est. Expected Impact,Est. Timeline,Metric,Value,Registration Date,Total Edit Count,User Groups,Recent Topics,Registration Year,Registration Month,Factor,Anti-Israel/Pro Palestine Bias,Anti-American Bias,High Bias Users (27 total identified) to https://en.wikipedia.org/wiki/South_Africa%27s_genocide_case_against_Israel:,timestamp,username,comment,content_length,strong_bias,contextual_bias,technical_terms,total_bias,edit_type,explicit_bias_flag,Factor demonstrating conservative approach/ undercounts of bias,Description of why approach is conservative in bias-detection,Bias Type Identified in Wikipedia Exposed by Analysis,Definition
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-15 18:05:52+00:00,Wafflefrites,,0.0,0.0,0.0,0.0,0.0,unknown,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-15 18:05:18+00:00,Wafflefrites,"Restore another editor’s wording that I had replaced because I didn’t see it earlier in the source. It is in the source: “An Israeli official said the country, which has a history of ignoring international tribunals, decided to defend itself for several reasons. ” Also removed “notable” as it is too close to “notably” which is a word to watch per [[MOS:EDITORIAL]]",0.0,0.0,0.0,1.0,0.0,citation,High Anti-Israel Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-15 17:11:38+00:00,Citation bot,"Alter: title, template type. Add: newspaper, magazine, date. Removed parameters. Some additions/deletions were parameter name changes. | [[:en:WP:UCB|Use this bot]]. [[:en:WP:DBUG|Report bugs]]. | Suggested by Susmuffin | #UCB_toolbar",0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-15 17:03:37+00:00,Susmuffin,Rescuing 92 sources and tagging 0 as dead.) #IABot (v2.0.9.5,0.0,0.0,0.0,1.0,0.0,citation,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-15 16:07:18+00:00,CarmenEsparzaAmoux,/* Israeli government position */ nothing > nobody,0.0,0.0,0.0,0.0,0.0,content,High Anti-Israel Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-15 16:06:33+00:00,CarmenEsparzaAmoux,/* Israeli government position */ Netanyahu,0.0,0.0,0.0,0.0,0.0,content,High Anti-Israel Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-15 15:59:12+00:00,CarmenEsparzaAmoux,/* In opposition */ Guatemala,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-15 15:52:17+00:00,MagicatthemovieS,,0.0,0.0,0.0,0.0,0.0,unknown,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-15 15:31:09+00:00,Semsûrî,/* States and international organizations */,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-15 15:30:39+00:00,Semsûrî,/* In support */ +,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-15 15:25:42+00:00,Semsûrî,/* States and international organizations */,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-15 14:46:28+00:00,Paul Duffill,/* States and international organizations */ merged duplicate reference,0.0,0.0,0.0,1.0,0.0,citation,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-15 14:41:55+00:00,Paul Duffill,/* States and international organizations */ immediately-previous edit's copy edit,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-15 14:38:25+00:00,Paul Duffill,/* In support */ added two more references to Brazil support given possible ambiguity of Reuters-based story (published by CNBC and others) noted on talk page. Add full reference info to CNBC source.,0.0,0.0,0.0,2.0,0.0,citation,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-15 12:52:31+00:00,AnomieBOT,"Rescuing orphaned refs (""chileparaguay"" from rev 1195810789)",0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-15 12:40:20+00:00,EuKoketsolion,/* In support */,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-15 12:21:43+00:00,Selfstudier,Filled in 2 bare reference(s) with reFill 2,0.0,0.0,0.0,1.0,0.0,citation,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-15 12:21:02+00:00,Selfstudier,/* States and international organizations */ Replace Reuters ref that changed per talk,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-15 10:53:04+00:00,Oltrepier,/* Israeli government position */ Fixing a citation.,0.0,0.0,0.0,1.0,0.0,content,High Anti-Israel Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-15 10:43:01+00:00,Oltrepier,/* Israeli government position */ Fix.,0.0,0.0,0.0,0.0,0.0,content,High Anti-Israel Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-15 10:41:01+00:00,Oltrepier,"I've tried to add more key information and sources about Moseneke and Barak, the two ""ad hoc"" judges involved in the court case.",0.0,0.0,0.0,1.0,0.0,maintenance,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-15 04:47:36+00:00,Albany NY,/* Analysis */ it's => its,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-15 01:34:21+00:00,CarmenEsparzaAmoux,/* In opposition */ source,0.0,0.0,0.0,1.0,0.0,citation,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-15 01:32:29+00:00,CarmenEsparzaAmoux,/* In opposition */ Kirby,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-15 01:00:59+00:00,AlexBachmann,"change claim, more accurate",0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-15 00:44:03+00:00,Wafflefrites,"[[MOS:EDITORIAL]], made first sentence more concise, changed wording of second sentence to be a little closer to source",0.0,0.0,0.0,1.0,0.0,citation,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-15 00:27:21+00:00,Wafflefrites,/* Background */ copy edit,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-15 00:25:46+00:00,Wafflefrites,link,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-15 00:22:25+00:00,Wafflefrites,,0.0,0.0,0.0,0.0,0.0,unknown,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-15 00:21:46+00:00,Wafflefrites,[[MOS:CLAIM]],0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-14 22:32:22+00:00,Semsûrî,/* States and international organizations */,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-14 22:31:16+00:00,Semsûrî,/* Other international responses */ +Paraguay,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-14 22:23:02+00:00,Semsûrî,/* In support */ +Chile,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-14 21:55:47+00:00,Semsûrî,/* States and international organizations */ +Libya,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-14 21:42:16+00:00,Ekpyros,"/* Background */ fixed selective quotation of Bartov which included his belief that Israeli statements ""taken together... could easily be construed as indicating a genocidal intent""—while somehow managing to completely omit his conclusion: Israel had not in fact actually committed genocide. Given the topic, surely the latter is more, not less, worthy of inclusion? This utterly fails WP:NPOV and is well beneath the minimum standards of our encyclopedia.",0.0,1.0,0.0,1.0,1.0,content,High Anti-Israel Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-14 20:44:12+00:00,Ekpyros,"/* Analysis */ Added statements by David Scheffer, the first US Ambassador for War Crimes, per cited RS.",0.0,1.0,0.0,0.0,1.0,citation,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-14 18:12:06+00:00,XTheBedrockX,/* External links */ added arguably related categories,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-14 17:50:20+00:00,Oltrepier,/* Israeli government position */ A few minor adjustments.,0.0,0.0,0.0,0.0,0.0,content,High Anti-Israel Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-14 17:42:54+00:00,MagicatthemovieS,/* External links */,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-14 17:24:24+00:00,CarmenEsparzaAmoux,/* Individuals and other groups */ NZ,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-14 17:07:24+00:00,Betseg,typo,0.0,0.0,0.0,0.0,0.0,maintenance,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-14 17:06:50+00:00,Betseg,/* South African goverment position */ style,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-14 16:46:31+00:00,CarmenEsparzaAmoux,/* In opposition */ move Sunak statement up,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-14 16:45:42+00:00,CarmenEsparzaAmoux,/* In opposition */ germany,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-14 15:00:00+00:00,Makeandtoss,/* Other international responses */ clearly not an individual nor group,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-14 14:58:52+00:00,Makeandtoss,/* Individuals and other groups */ that was not very elaborative now was it,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-14 14:57:09+00:00,Durranistan,/* States and international organizations */,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-14 14:23:50+00:00,Durranistan,/* Individuals and other groups */,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-14 13:18:58+00:00,Semsûrî,/* Other international responses */ This map is unsourced and includes countries not mention in this article (like Albania),0.0,0.0,0.0,1.0,0.0,citation,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-14 13:13:34+00:00,Kizor,->,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-14 13:04:56+00:00,Semsûrî,/* In support */ +SVG,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-14 10:11:31+00:00,Onceinawhile,remove unsupported tag per talk,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-14 09:38:55+00:00,Isi96,/* In opposition */ Fixed grammar,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-14 09:18:53+00:00,Starship.paint,"""plausible""",0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-14 08:19:55+00:00,Starship.paint,not wikilinks,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-14 07:11:01+00:00,Eladkarmel,"The whole article is biased. See for example the paragraph ""Other international responses"". For more details, see the talk page",0.0,0.0,1.0,0.0,1.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-14 06:04:05+00:00,Paul Duffill,Wrong official name. This official name is stated clearly here in both web page header and in-text.,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-14 05:57:32+00:00,Paul Duffill,"/* Movements, parties, and unions */ Added Israelis Against Apartheid",0.0,1.0,0.0,0.0,1.0,content,High Anti-Israel Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-14 05:17:42+00:00,Paul Duffill,copy edit of reference web address,0.0,0.0,0.0,1.0,0.0,citation,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-14 05:15:14+00:00,Paul Duffill,"/* Movements, parties, and unions */ copy edits of references",0.0,0.0,0.0,1.0,0.0,citation,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-14 05:05:21+00:00,Paul Duffill,"/* Movements, parties, and unions */ Strange and worrying that this list appears to exclude Israeli groups despite evidence to the contrary. So I've added three",0.0,0.0,0.0,0.0,0.0,content,High Anti-Israel Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-14 04:25:15+00:00,Tobby72,update,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-14 04:04:28+00:00,Helper201,Used the more specific date given in the opening in the infobox.,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 23:22:55+00:00,WillowCity,/* Other international responses */ deleted extraneous space,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 23:19:58+00:00,WillowCity,"update, changed transcripts field in infobox",0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 23:05:54+00:00,WillowCity,/* States and international organizations */ Adding map per talk page,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 21:43:30+00:00,Zntrip,Corrected full name of case in infobox per court record,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 20:53:44+00:00,Paul Duffill,"/* Movements, parties, and unions */ removed duplicate references",0.0,0.0,0.0,1.0,0.0,citation,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 20:45:10+00:00,Paul Duffill,copy edit third reference for HRW,0.0,0.0,0.0,1.0,0.0,citation,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 20:38:39+00:00,Paul Duffill,"/* Movements, parties, and unions */",0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 20:35:32+00:00,Paul Duffill,"/* Movements, parties, and unions */ Strange that no support from Palestinian human rights organisations are mentioned. Current list of supporters very Western-centric. Added leading Palestinian human rights groups who are members of the Palestinian Human Rights Organizations Council (https://mezan.org/uploads/files/2023/11/1700044084Briefing%20N) which is cited in South Africa's submission for the case (https://www.icj-cij.org/sites/default/files/case-related/192/192-20231228-app-01-00-en.pdf).",0.0,0.0,1.0,0.0,1.0,citation,High Anti-Israel Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 20:20:27+00:00,WikiCleanerMan,/* External links */ Wrong cats,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 20:14:42+00:00,WikiCleanerMan,,0.0,0.0,0.0,0.0,0.0,unknown,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 18:30:14+00:00,AnomieBOT,Fixing reference errors,0.0,0.0,0.0,1.0,0.0,citation,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 18:16:28+00:00,Moscow Mule,...,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 17:11:14+00:00,Paul Duffill,,0.0,0.0,0.0,0.0,0.0,unknown,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 17:02:34+00:00,Paul Duffill,correctly did previous mistaken attempt to remove duplication in references,0.0,0.0,0.0,1.0,0.0,citation,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 16:59:21+00:00,Paul Duffill,Undid revision 1195385274 by [[Special:Contributions/Paul Duffill|Paul Duffill]] ([[User talk:Paul Duffill|talk]]) undid because it introduced a reference error,0.0,0.0,0.0,1.0,0.0,citation,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 16:50:40+00:00,Paul Duffill,removed duplication of same reference in reference list,0.0,0.0,0.0,1.0,0.0,citation,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 16:12:23+00:00,Paul Duffill,"/* Movements, parties, and unions */  Added addition reference for HRM support which shows their support in a more succint manner",0.0,0.0,0.0,1.0,0.0,citation,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 14:51:58+00:00,Paul Duffill,"Deleted by a user for an irrelevant reason: HRW clearly state that ICJ ""hearings on January 11 and 12, 2024, [are] on genocide in Gaza"" and as stated in initial addition edit summary ""It is clear that they support it: eg ""Governments should speak out in support of ICJ proceedings and publicly commit to supporting compliance with the court’s decisions, Human Rights Watch said."" (https://www.hrw.org/news/2024/01/10/world-court-hear-genocide-case-against-israel)"" See talk for more examples.",0.0,1.0,1.0,0.0,2.0,content,High Anti-Israel Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 14:17:29+00:00,Sakiv,/* In support */ Did you open the source?,0.0,0.0,0.0,1.0,0.0,citation,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 13:34:22+00:00,WillowCity,"/* In opposition */ Restored Namibia per source, added relevant context re: US support",0.0,0.0,0.0,1.0,0.0,citation,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 12:26:20+00:00,Dynamo128,/* Israeli government position */,0.0,0.0,0.0,0.0,0.0,content,High Anti-Israel Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 12:25:36+00:00,Dynamo128,Ok so the way this source was presented was a bit mendacious... basically all these things I'm removing are the personal opinion of the Hareetz writer and are not explained or substantiated in any way within the actual article. Instead the article talks about the incendiary comments aspect which was not talked about here.,0.0,0.0,0.0,1.0,0.0,citation,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 11:46:39+00:00,Shrike,/* Israeli government position */,0.0,0.0,0.0,0.0,0.0,content,High Anti-Israel Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 11:42:24+00:00,Shrike,/* Individuals and other groups */ Add analysis of Israeli case,0.0,0.0,0.0,0.0,0.0,content,High Anti-Israel Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 11:07:48+00:00,Selfstudier,"No basis for article tag, editor restoring needs to reply on talk justifying the tag, fix undue inline problem",0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 10:15:58+00:00,AnomieBOT,Dating maintenance tags: {{Undue-inline}},0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 09:54:11+00:00,Shrike,Better place,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 09:48:38+00:00,Shrike,/* Israeli government position */ bbc source doesn't mention the letter the other source is [[WP:UNDUE]],0.0,0.0,0.0,1.0,0.0,citation,High Anti-Israel Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 09:46:33+00:00,Shrike,/* South African position */ Better arrangment per [[WP:NPOV]],0.0,0.0,0.0,1.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 09:33:31+00:00,Citation bot,"Altered title. Add: date, authors 1-1. Removed parameters. Some additions/deletions were parameter name changes. | [[:en:WP:UCB|Use this bot]]. [[:en:WP:DBUG|Report bugs]]. | Suggested by Jay8g | #UCB_toolbar",0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 08:00:59+00:00,Jikybebna,/* Individuals and other groups */,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 07:49:10+00:00,Paul Duffill,"/* Movements, parties, and unions */Copy edit. ""Some of the letter signatories and organizations,"" replaced by: ""Some of that letter's signatories,""",0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 07:39:24+00:00,Paul Duffill,"/* Movements, parties, and unions */Add the New Zealand Labour Party which is one of the two major political parties in New Zealand whose most recent term leading the government of New Zealand was from 2017 to 2023.",0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 06:37:14+00:00,Natg 19,/* In opposition */ clarify position,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 06:31:51+00:00,Natg 19,/* In opposition */ ce sp,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 06:31:26+00:00,Natg 19,"/* In opposition */ rearrange, odd to put us and Guatemala next to each other",0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 05:55:38+00:00,Ypedia1,Added original coverage of Gallant quote,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 05:45:57+00:00,Professor Penguino,,0.0,0.0,0.0,0.0,0.0,unknown,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 05:42:43+00:00,Professor Penguino,Made the last part of the first paragraph of the lede section into its own paragraph. The lede now has three paragraphs.,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 05:40:51+00:00,Professor Penguino,Deleted typo - extra spaces,0.0,0.0,0.0,0.0,0.0,maintenance,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 05:38:48+00:00,Professor Penguino,/* Proceedings */,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
